institution,publisher,collection,years,lengthofagreement,packageprice,carnegiebasicclassification,fte,source,url,notes,value,gbpvalue,usdvalue,createdAt,created_date,_id
Newcastle University,Oxford University Press (OUP),Unclassified,2018,1 year,"£94,096",N/A,31420,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,94096,94096,122324,1.61237E+12,2021-02-03 1718.01,95omfZehEvHZFFZYc
Newcastle University,Royal Society of Chemistry (RSC),Unclassified,2018,1 year,"£31,774",N/A,31420,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,31774,31774,41306,1.61237E+12,2021-02-03 1718.01,zB9ryA6ee8nFrj3Ee
Newcastle University,Royal Society of Chemistry (RSC),Unclassified,2019,1 year,"£32,405",N/A,31420,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,32405,32405,42126,1.61237E+12,2021-02-03 1718.01,FQcnzrteXXmAuMovR
Newcastle University,Sage,Unclassified,2015,1 year,"£83,179",N/A,31420,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16).,83179,83179,108132,1.61237E+12,2021-02-03 1718.01,e3B3uEDvEgTWJPvKM
Newcastle University,Sage,Unclassified,2017,1 year,"£116,994",N/A,31420,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,116994,116994,152092,1.61237E+12,2021-02-03 1718.01,aqWytd2PhFZtgG7Qz
Newcastle University,Sage,Unclassified,2018,1 year,"£107,707",N/A,31420,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,107707,107707,140019,1.61237E+12,2021-02-03 1718.01,zB37hwLTcvekfxpB2
Newcastle University,Sage,Unclassified,2019,1 year,"£111,605",N/A,31420,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,111605,111605,145086,1.61237E+12,2021-02-03 1718.01,Bh6TduZQzoo35g6PC
Newcastle University,Wiley,Unclassified,2016,1 year,"£475,369",N/A,31420,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16).,475369,475369,617979,1.61237E+12,2021-02-03 1718.01,382wJcwHaYhFbZ6LD
Newcastle University,Wiley,Unclassified,2019,1 year,"£1,295,892",N/A,31420,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,1295892,1295892,1684659,1.61237E+12,2021-02-03 1718.01,BtvjqA94HJrukyTBX
Newman University,Oxford University Press (OUP),Unclassified,2011,1 year,"£ 2,066",N/A,2670,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,2066,2066,2685,1.61237E+12,2021-02-03 1718.01,7EmJQoscmBjdE9Khw
Newman University,Taylor & Francis,Unclassified,2012,1 year,"£ 21,951",N/A,2670,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,21951,21951,28536,1.61237E+12,2021-02-03 1718.01,FyTLYHYDatDMSbA69
Newman University,Wiley,Unclassified,2012,1 year,"£ 13,589",N/A,2670,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,13589,13589,17665,1.61237E+12,2021-02-03 1718.01,FkcGkpju6dipGviEy
Newman University,Elsevier,Unclassified,2013,1 year,£ 253,N/A,2670,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,253,253,328,1.61237E+12,2021-02-03 1718.01,8h35Qj4uteCEtzvQ8
Newman University,Taylor & Francis,Unclassified,2014,1 year,"£ 21,687",N/A,2670,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,21687,21687,28193,1.61237E+12,2021-02-03 1718.01,JLGHvoZ2t84GF9mor
Newman University,Cambridge University Press (CUP),Unclassified,2018,1 year,"£3,227",N/A,2670,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,3227,3227,4195,1.61237E+12,2021-02-03 1718.01,zrB7GENj8dF4PYw7f
Newman University,Cambridge University Press (CUP),Unclassified,2019,1 year,"£2,514",N/A,2670,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,2514,2514,3268,1.61237E+12,2021-02-03 1718.01,YoBZaM2mosXqSBEq7
Newman University,Elsevier,Unclassified,2015,1 year,"£3,085",N/A,2670,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16).,3085,3085,4010,1.61237E+12,2021-02-03 1718.01,6fz3aJwShHEE4ENBc
Newman University,Elsevier,Unclassified,2017,1 year,"£3,537",N/A,2670,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,3537,3537,4598,1.61237E+12,2021-02-03 1718.01,L6DG3aajoLCxPKPWZ
Newman University,Elsevier,Unclassified,2018,1 year,"£3,908",N/A,2670,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,3908,3908,5080,1.61237E+12,2021-02-03 1718.01,pKHi65LgL79SxoRzT
Newman University,Institute of Physics Publishing (IOP),Unclassified,2018,1 year,£436,N/A,2670,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,436,436,566,1.61237E+12,2021-02-03 1718.01,ikmZFN8KTSbwfJJrp
Newman University,Royal Society of Chemistry (RSC),Unclassified,2019,1 year,£391,N/A,2670,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,391,391,508,1.61237E+12,2021-02-03 1718.01,ftd2nuFfQD8qW3iW7
Newman University,Taylor & Francis,Unclassified,2016,1 year,"£29,246",N/A,2670,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16).,29246,29246,38019,1.61237E+12,2021-02-03 1718.01,LXMj6HkhrfKknTBRt
Newman University,Wiley,Unclassified,2015,1 year,"£14,002",N/A,2670,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16).,14002,14002,18202,1.61237E+12,2021-02-03 1718.01,vvNEEFyrtPwL9vsp6
Northumbria University,Royal Society of Chemistry (RSC),Unclassified,2010,1 year,"£ 18,836",N/A,25300,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,18836,18836,24486,1.61237E+12,2021-02-03 1718.01,m8jeeTgWvmB4aZTkN
Northumbria University,Springer Nature,Unclassified,2010,1 year,"£ 39,300",N/A,25300,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,39300,39300,51090,1.61237E+12,2021-02-03 1718.01,WCEy5bXxF28vCAEkW
Northumbria University,Sage,Unclassified,2012,1 year,"£ 103,052",N/A,25300,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,103052,103052,133967,1.61237E+12,2021-02-03 1718.01,jJqB4ArF5aWCaxYTn
Northumbria University,Wiley,Unclassified,2012,1 year,"£ 128,325",N/A,25300,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,128325,128325,166822,1.61237E+12,2021-02-03 1718.01,Qbe2KWZ6ukbF5XkKM
Northumbria University,Elsevier,Unclassified,2013,1 year,"£ 186,534",N/A,25300,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,186534,186534,242494,1.61237E+12,2021-02-03 1718.01,TzATP7XdbHBQFoPHp
Northumbria University,Oxford University Press (OUP),Unclassified,2013,1 year,"£ 20,100",N/A,25300,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,20100,20100,26130,1.61237E+12,2021-02-03 1718.01,p2tZ9MxQQnbceaqCM
Northumbria University,Royal Society of Chemistry (RSC),Unclassified,2013,1 year,"£ 21,600",N/A,25300,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,21600,21600,28080,1.61237E+12,2021-02-03 1718.01,N5Zt5jawr5B2fpw3C
Northumbria University,Wiley,Unclassified,2014,1 year,"£ 137,673",N/A,25300,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,137673,137673,178974,1.61237E+12,2021-02-03 1718.01,HCHdxBtaeimHL8XAL
Northumbria University,Cambridge University Press (CUP),Unclassified,2018,1 year,"£22,306",N/A,25300,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,22306,22306,28997,1.61237E+12,2021-02-03 1718.01,vJoHZPEtfXhGcDAFu
Northumbria University,De Gruyter,Unclassified,2015,1 year,"£2,303",N/A,25300,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16).,2303,2303,2993,1.61237E+12,2021-02-03 1718.01,oeda7Mtv7C9rFTw43
Northumbria University,Oxford University Press (OUP),Unclassified,2019,1 year,"£36,900",N/A,25300,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,36900,36900,47970,1.61237E+12,2021-02-03 1718.01,jzLPfEzuXzJzA66rg
Northumbria University,Sage,Unclassified,2016,1 year,"£132,963",N/A,25300,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16).,132963,132963,172851,1.61237E+12,2021-02-03 1718.01,qfiow7xxmN44c8ujt
Northumbria University,Sage,Unclassified,2019,1 year,"£128,903",N/A,25300,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,128903,128903,167573,1.61237E+12,2021-02-03 1718.01,D93Ca8RSDMh5biXRp
Northumbria University,Wiley,Unclassified,2016,1 year,"£139,525",N/A,25300,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16).,139525,139525,181382,1.61237E+12,2021-02-03 1718.01,89XyQSbsQAL8ybAr9
Norwich University of the Arts,Wiley,Unclassified,2011,1 year,£ 250,N/A,2485,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,250,250,325,1.61237E+12,2021-02-03 1718.01,6wBczQuF3TBzWhrcW
Norwich University of the Arts,Oxford University Press (OUP),Unclassified,2012,1 year,£ 342,N/A,2485,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,342,342,444,1.61237E+12,2021-02-03 1718.01,dEo83XBnZY5tA49DG
Norwich University of the Arts,Wiley,Unclassified,2012,1 year,£ 268,N/A,2485,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,268,268,348,1.61237E+12,2021-02-03 1718.01,W9XohGSwsvuF39d6P
Norwich University of the Arts,Oxford University Press (OUP),Unclassified,2018,1 year,£485,N/A,2485,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,485,485,630,1.61237E+12,2021-02-03 1718.01,w4CFs2id6dBzW7Mot
Norwich University of the Arts,Taylor & Francis,Unclassified,2017,1 year,£696,N/A,2485,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,696,696,904,1.61237E+12,2021-02-03 1718.01,SJ2Hcy7mdKoehoddQ
Norwich University of the Arts,Taylor & Francis,Unclassified,2018,1 year,"£2,475",N/A,2485,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,2475,2475,3217,1.61237E+12,2021-02-03 1718.01,PyncxTuCoQYFvjHRc
Norwich University of the Arts,Taylor & Francis,Unclassified,2019,1 year,"£3,794",N/A,2485,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Calendar year; Figures include VAT.,3794,3794,4932,1.61237E+12,2021-02-03 1718.01,Nw7Q7hivbzmC53EMa
Nottingham Trent University,Oxford University Press (OUP),Unclassified,2010,1 year,"£ 10,676",N/A,31265,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,10676,10676,13878,1.61237E+12,2021-02-03 1718.01,kxyvQxJB85PagEAME
Nottingham Trent University,Oxford University Press (OUP),Unclassified,2011,1 year,"£ 10,595",N/A,31265,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,10595,10595,13773,1.61237E+12,2021-02-03 1718.01,wFqF94Hq2uEnAaXsW
Nottingham Trent University,Cambridge University Press (CUP),Unclassified,2014,1 year,"£ 2,381",N/A,31265,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,2381,2381,3095,1.61237E+12,2021-02-03 1718.01,GSuCcnCDdcvvjNvqd
Nottingham Trent University,Sage,Unclassified,2014,1 year,"£ 3,560",N/A,31265,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,3560,3560,4628,1.61237E+12,2021-02-03 1718.01,q6LFo9pYAAtceDy27
Nottingham Trent University,Sage,Unclassified,2016,1 year,"£110,768",N/A,31265,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). Figures include VAT.,110768,110768,143998,1.61237E+12,2021-02-03 1718.01,tjD56vgo4yibAawkq
Nottingham Trent University,Springer Nature,Unclassified,2015,1 year,"£54,018",N/A,31265,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,"Academic years (2014/15 and 2015/16). Figures include VAT. 2016 Springer figures given in Euros, which has been converted to GBP based on exchange rate on 04/01/2016 as follows: Springer - €53,520.81 * 0.7354 = £39,359.20.",54018,54018,70223,1.61237E+12,2021-02-03 1718.01,SD2ksGF7w9ZL8upxf
Nottingham Trent University,Taylor & Francis,Unclassified,2016,1 year,"£165,252",N/A,31265,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). Figures include VAT.,165252,165252,214827,1.61237E+12,2021-02-03 1718.01,sWkd4hLtFu3MD7Cfp
Nottingham Trent University,Wiley,Unclassified,2016,1 year,"£163,894",N/A,31265,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). Figures include VAT.,163894,163894,213062,1.61237E+12,2021-02-03 1718.01,8YPsAistCyiRFMMWK
Open University,Elsevier,Unclassified,2010,1 year,"£575,333",N/A,68290,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,575333,575333,747932,1.61237E+12,2021-02-03 1718.01,BBuxtSaJPF3DtsWTb
Open University,Sage,Unclassified,2012,1 year,"£ 33,193",N/A,68290,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,33193,33193,43150,1.61237E+12,2021-02-03 1718.01,se8XJyyrCAksuofq5
Open University,Institute of Physics Publishing (IOP),Unclassified,2013,1 year,"£ 46,667",N/A,68290,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,46667,46667,60667,1.61237E+12,2021-02-03 1718.01,Rbv3meJ8hddNcS7PN
Open University,Sage,Unclassified,2013,1 year,"£ 30,367",N/A,68290,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,30367,30367,39477,1.61237E+12,2021-02-03 1718.01,4YewkcNEpMLfQQqCM
Open University,Springer Nature,Unclassified,2013,1 year,"£ 22,779",N/A,68290,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,22779,22779,29612,1.61237E+12,2021-02-03 1718.01,E5umEhn9XWFg4rNmA
Open University,Taylor & Francis,Unclassified,2013,1 year,"£ 39,339",N/A,68290,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,39339,39339,51140,1.61237E+12,2021-02-03 1718.01,M4NyGaebayqzQiCet
Open University,Wiley,Unclassified,2014,1 year,"£ 46,558",N/A,68290,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,46558,46558,60525,1.61237E+12,2021-02-03 1718.01,xCGAwtejWZ5MF5uuW
Open University,De Gruyter,Unclassified,2015,1 year,"£1,616",N/A,68290,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). Figures include VAT.,1616,1616,2100,1.61237E+12,2021-02-03 1718.01,ikC8Sv8JqP5gANu7h
Open University,Royal Society of Chemistry (RSC),Unclassified,2015,1 year,"£20,718",N/A,68290,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). Figures include VAT.,20718,20718,26933,1.61237E+12,2021-02-03 1718.01,yiecckLaDeKaaaipy
Open University,Royal Society of Chemistry (RSC),Unclassified,2016,1 year,"£21,429",N/A,68290,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). Figures include VAT.,21429,21429,27857,1.61237E+12,2021-02-03 1718.01,CB3TYTCaFRhkf7g46
Open University,Sage,Unclassified,2015,1 year,"£143,532",N/A,68290,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). Figures include VAT.,143532,143532,186591,1.61237E+12,2021-02-03 1718.01,yHzFdGGA2QX4q4dyC
Open University,Springer Nature,Unclassified,2016,1 year,"£169,520",N/A,68290,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,"Academic years (2014/15 and 2015/16). Figures include VAT. 2015 Springer figures partially given in Euros, which have been converted to GBP based on exchange rate on 02/01/2015 as follows: £4,411.21 + (€222,272.40 * 0.7818 = £173,772.56) = £178,183.77. 2016 Springer figures given in Euros, which have been converted to GBP based on exchange rate on 04/01/2016 as follows: £4,119.35 + (€224,912.40 * 0.7354 = £165,400.58) = £169,519.93.",169520,169520,220376,1.61237E+12,2021-02-03 1718.01,gNdBpWZkzeMxpKoX3
Open University,Taylor & Francis,Unclassified,2017,1 year,"£268,334",N/A,68290,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,268334,268334,348834,1.61237E+12,2021-02-03 1718.01,GpBLrxhqJZFS5RNkw
Open University,Wiley,Unclassified,2019,1 year,"£686,667",N/A,68290,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year.,686667,686667,892667,1.61237E+12,2021-02-03 1718.01,KfP4CkZXv9RoRKh9g
Oxford Brookes University,Springer Nature,Unclassified,2010,1 year,"£ 32,698",N/A,17645,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,32698,32698,42507,1.61237E+12,2021-02-03 1718.01,EnAL9u8Q5hKgBWPqH
Oxford Brookes University,Cambridge University Press (CUP),Unclassified,2011,1 year,"£ 20,301",N/A,17645,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,20301,20301,26391,1.61237E+12,2021-02-03 1718.01,j7j9xKpZ5o4zbxsqG
Oxford Brookes University,Royal Society of Chemistry (RSC),Unclassified,2012,1 year,£ 478,N/A,17645,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,478,478,621,1.61237E+12,2021-02-03 1718.01,gPjkdjpodwq9hmdDm
Oxford Brookes University,Oxford University Press (OUP),Unclassified,2013,1 year,"£ 25,201",N/A,17645,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,25201,25201,32761,1.61237E+12,2021-02-03 1718.01,ozf2BZoCPJxTbm7GN
Oxford Brookes University,Sage,Unclassified,2014,1 year,"£ 101,063",N/A,17645,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,101063,101063,131381,1.61237E+12,2021-02-03 1718.01,FacL8F7fP4m8dbcJE
Oxford Brookes University,Taylor & Francis,Unclassified,2014,1 year,"£ 233,475",N/A,17645,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,233475,233475,303517,1.61237E+12,2021-02-03 1718.01,BrtC5wLhrpqRHmMqi
Oxford Brookes University,Institute of Physics Publishing (IOP),Unclassified,2018,1 year,"£2,056",N/A,17645,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,2056,2056,2672,1.61237E+12,2021-02-03 1718.01,s3ANGmXqdj8whpwG7
Oxford Brookes University,Institute of Physics Publishing (IOP),Unclassified,2019,1 year,"£2,156",N/A,17645,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,2156,2156,2802,1.61237E+12,2021-02-03 1718.01,qLq8AJhLJtJFyBp59
Oxford Brookes University,Sage,Unclassified,2015,1 year,"£65,906",N/A,17645,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). Figures include VAT.,65906,65906,85677,1.61237E+12,2021-02-03 1718.01,Wsaqk4gn7CrPMhN5T
Oxford Brookes University,Sage,Unclassified,2016,1 year,"£70,079",N/A,17645,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). Figures include VAT.,70079,70079,91102,1.61237E+12,2021-02-03 1718.01,3aDcv6Yvg2XSkgaHo
Oxford Brookes University,Sage,Unclassified,2019,1 year,"£93,500",N/A,17645,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,93500,93500,121550,1.61237E+12,2021-02-03 1718.01,72dp5Sni8vnxMmhkC
Oxford Brookes University,Springer Nature,Unclassified,2019,1 year,"£42,400",N/A,17645,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,42400,42400,55120,1.61237E+12,2021-02-03 1718.01,EWFPZMjHCXzWgz8Wu
Oxford Brookes University,Taylor & Francis,Unclassified,2015,1 year,"£174,886",N/A,17645,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). Figures include VAT.,174886,174886,227351,1.61237E+12,2021-02-03 1718.01,uGhQMrLdQzkYr2ZEp
Oxford Brookes University,Wiley,Unclassified,2017,1 year,"£84,152",N/A,17645,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,84152,84152,109397,1.61237E+12,2021-02-03 1718.01,adbdJSfpvoSft8apm
Plymouth College of Art,Cambridge University Press (CUP),Unclassified,2017,1 year,£130,N/A,1275,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,130,130,169,1.61237E+12,2021-02-03 1718.01,Bh8baJiwJuyFkptjh
Plymouth College of Art,Oxford University Press (OUP),Unclassified,2019,1 year,£337,N/A,1275,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,337,337,438,1.61237E+12,2021-02-03 1718.01,voek5XSnXk7d9J64J
Plymouth University,Cambridge University Press (CUP),Unclassified,2010,1 year,£ 966,N/A,20945,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,966,966,1255,1.61237E+12,2021-02-03 1718.01,KGfMagPosS7QZXJqm
Plymouth University,Elsevier,Unclassified,2010,1 year,"£325,902",N/A,20945,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,325902,325902,423672,1.61237E+12,2021-02-03 1718.01,hj3jagfMkBZRSkSKE
Plymouth University,Wiley,Unclassified,2011,1 year,"£ 153,327",N/A,20945,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,153327,153327,199325,1.61237E+12,2021-02-03 1718.01,CxnLLRvba3ZFPWZWc
Plymouth University,Taylor & Francis,Unclassified,2012,1 year,"£ 112,761",N/A,20945,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,112761,112761,146589,1.61237E+12,2021-02-03 1718.01,LTiwxfcSwoKLiRdnH
Plymouth University,Sage,Unclassified,2013,1 year,"£ 79,857",N/A,20945,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,79857,79857,103814,1.61237E+12,2021-02-03 1718.01,N2kCBQGNi3ZZfc6tg
Plymouth University,Taylor & Francis,Unclassified,2013,1 year,"£ 116,376",N/A,20945,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,116376,116376,151288,1.61237E+12,2021-02-03 1718.01,M4xe9w68fbwJRjy5A
Plymouth University,Sage,Unclassified,2014,1 year,"£ 88,556",N/A,20945,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,88556,88556,115122,1.61237E+12,2021-02-03 1718.01,tQsMLmXFih9D85knz
Plymouth University,Wiley,Unclassified,2014,1 year,"£ 185,114",N/A,20945,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,185114,185114,240648,1.61237E+12,2021-02-03 1718.01,Y8GF7oxwdJR3Z8Su8
Plymouth University,Elsevier,Unclassified,2016,1 year,"£422,052",N/A,20945,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic years (2014/15 and 2015/16). Figures include VAT.,422052,422052,548667,1.61237E+12,2021-02-03 1718.01,BXPvxenCdBpygQ5oo
"Queen Margaret University, Edinburgh",Elsevier,Unclassified,2010,1 year,"£76,583",N/A,4375,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,76583,76583,99557,1.61237E+12,2021-02-03 1718.01,cSCfGDKxzoKNtMubc
"Queen Margaret University, Edinburgh",Cambridge University Press (CUP),Unclassified,2011,1 year,"£ 5,635",N/A,4375,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,5635,5635,7325,1.61237E+12,2021-02-03 1718.01,zCghqdi772NtpYc7C
"Queen Margaret University, Edinburgh",Wiley,Unclassified,2013,1 year,"£ 33,350",N/A,4375,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,33350,33350,43355,1.61237E+12,2021-02-03 1718.01,8MmjSgAMLEytPbAnY
"Queen Margaret University, Edinburgh",Wiley,Unclassified,2019,1 year,"£92,808",N/A,4375,UK Freedom of Information Request,https://zenodo.org/record/3657776#.Xr666GhKiiM,Academic year; Figures include VAT.,92808,92808,120650,1.61237E+12,2021-02-03 1718.01,rKjN7HCEQsWeQiGMf
"Queen Mary, University of London",Royal Society of Chemistry (RSC),Unclassified,2010,1 year,"£ 12,606",N/A,24500,UK Freedom of Information Request,https://figshare.com/articles/Journal_subscription_costs_FOIs_to_UK_universities/1186832,,12606,12606,16387,1.61237E+12,2021-02-03 1718.01,DJbPtwHg646JpLBvB
